id,time,value
p01,2018-11-04T08:00:00Z,-4.474461
p01,2018-11-04T09:00:00Z,-5.503038
p01,2018-11-04T10:00:00Z,-5.998337
p01,2018-11-04T11:00:00Z,-6.718211
p01,2018-11-04T12:00:00Z,-7.874273
p01,2018-11-04T13:00:00Z,-8.700401
p01,2018-11-04T14:00:00Z,-8.838633
p01,2018-11-04T15:00:00Z,-9.495415
p01,2018-11-04T16:00:00Z,-10.319879
p01,2018-11-04T17:00:00Z,-10.888109
p01,2018-11-04T18:00:00Z,-10.392752
p01,2018-11-04T19:00:00Z,-8.949506
p01,2018-11-04T20:00:00Z,-9.541806
p01,2018-11-04T21:00:00Z,-8.379835
p01,2018-11-04T22:00:00Z,-8.041984
p01,2018-11-04T23:00:00Z,-6.864335
p01,2018-11-05T00:00:00Z,-6.327011
p01,2018-11-05T01:00:00Z,-5.792234
p01,2018-11-05T02:00:00Z,-5.723633
p01,2018-11-05T03:00:00Z,-4.952025
p01,2018-11-05T04:00:00Z,-3.820279
p01,2018-11-05T05:00:00Z,-5.090220
p01,2018-11-05T06:00:00Z,-3.434948
p01,2018-11-05T07:00:00Z,-4.759983
p01,2018-11-05T08:00:00Z,-5.494724
p01,2018-11-05T09:00:00Z,-5.769797
p01,2018-11-05T10:00:00Z,-6.125206
p01,2018-11-05T11:00:00Z,-6.615240
p01,2018-11-05T12:00:00Z,-8.749733
p01,2018-11-05T13:00:00Z,-8.420015
p01,2018-11-05T14:00:00Z,-9.322094
p01,2018-11-05T15:00:00Z,-10.192695
p01,2018-11-05T16:00:00Z,-9.875341
p01,2018-11-05T17:00:00Z,-10.766707
p01,2018-11-05T18:00:00Z,-9.615261
p01,2018-11-05T19:00:00Z,-10.141334
p01,2018-11-05T20:00:00Z,-9.215942
p01,2018-11-05T21:00:00Z,-8.672464
p01,2018-11-05T22:00:00Z,-7.184732
p01,2018-11-05T23:00:00Z,-6.997169
p01,2018-11-06T00:00:00Z,-6.131696
p01,2018-11-06T01:00:00Z,-5.472760
p01,2018-11-06T02:00:00Z,-4.327803
p01,2018-11-06T03:00:00Z,-4.095728
p01,2018-11-06T04:00:00Z,-4.462735
p01,2018-11-06T05:00:00Z,-4.157123
p01,2018-11-06T06:00:00Z,-4.677656
p01,2018-11-06T07:00:00Z,-3.148491
p01,2018-11-06T08:00:00Z,-4.347222
p01,2018-11-06T09:00:00Z,-5.530693
p01,2018-11-06T10:00:00Z,-6.392297
p01,2018-11-06T11:00:00Z,-6.594773
p01,2018-11-06T12:00:00Z,-8.544881
p01,2018-11-06T13:00:00Z,-8.691157
p01,2018-11-06T14:00:00Z,-8.553677
p01,2018-11-06T15:00:00Z,-9.221736
p01,2018-11-06T16:00:00Z,-9.572773
p01,2018-11-06T17:00:00Z,-10.117300
p01,2018-11-06T18:00:00Z,-9.914011
p01,2018-11-06T19:00:00Z,-10.008445
p01,2018-11-06T20:00:00Z,-9.342137
p01,2018-11-06T21:00:00Z,-8.301982
p01,2018-11-06T22:00:00Z,-8.220637
p01,2018-11-06T23:00:00Z,-6.845678
p01,2018-11-07T00:00:00Z,-5.729205
p01,2018-11-07T01:00:00Z,-5.149127
p01,2018-11-07T02:00:00Z,-4.991009
p01,2018-11-07T03:00:00Z,-4.174420
p01,2018-11-07T04:00:00Z,-4.160555
p01,2018-11-07T05:00:00Z,-3.228670
p01,2018-11-07T06:00:00Z,-4.966262
p01,2018-11-07T07:00:00Z,-4.526060
p01,2018-11-07T08:00:00Z,-4.117434
p01,2018-11-07T09:00:00Z,-5.232029
p01,2018-11-07T10:00:00Z,-5.441332
p01,2018-11-07T11:00:00Z,-6.824268
p01,2018-11-07T12:00:00Z,-7.269069
p01,2018-11-07T13:00:00Z,-7.885083
p01,2018-11-07T14:00:00Z,-8.739525
p01,2018-11-07T15:00:00Z,-9.524759
p01,2018-11-07T16:00:00Z,-10.482214
p01,2018-11-07T17:00:00Z,-9.317510
p01,2018-11-07T18:00:00Z,-10.153744
p01,2018-11-07T19:00:00Z,-9.689444
p01,2018-11-07T20:00:00Z,-9.450339
p01,2018-11-07T21:00:00Z,-8.421748
p01,2018-11-07T22:00:00Z,-7.139990
p01,2018-11-07T23:00:00Z,-6.707406
p01,2018-11-08T00:00:00Z,-6.391452
p01,2018-11-08T01:00:00Z,-5.077955
p01,2018-11-08T02:00:00Z,-3.835285
p01,2018-11-08T03:00:00Z,-5.356230
p01,2018-11-08T04:00:00Z,-4.099493
p01,2018-11-08T05:00:00Z,-4.437289
p01,2018-11-08T06:00:00Z,-4.575777
p01,2018-11-08T07:00:00Z,-4.820873
p01,2018-11-08T08:00:00Z,-5.332963
p01,2018-11-08T09:00:00Z,-5.431365
p01,2018-11-08T10:00:00Z,-5.423101
p01,2018-11-08T11:00:00Z,-6.615378
p01,2018-11-08T12:00:00Z,-8.401095
p01,2018-11-08T13:00:00Z,-8.759963
p01,2018-11-08T14:00:00Z,-8.343863
p01,2018-11-08T15:00:00Z,-9.034985
p01,2018-11-08T16:00:00Z,-9.661139
p01,2018-11-08T17:00:00Z,-9.918762
p01,2018-11-08T18:00:00Z,-10.261735
p01,2018-11-08T19:00:00Z,-8.488376
p01,2018-11-08T20:00:00Z,-8.848733
p01,2018-11-08T21:00:00Z,-8.771236
p01,2018-11-08T22:00:00Z,-8.392639
p01,2018-11-08T23:00:00Z,-6.714350
p01,2018-11-09T00:00:00Z,-6.335896
p01,2018-11-09T01:00:00Z,-5.583735
p01,2018-11-09T02:00:00Z,-5.426225
p01,2018-11-09T03:00:00Z,-4.154585
p01,2018-11-09T04:00:00Z,-4.011648
p01,2018-11-09T05:00:00Z,-4.142276
p01,2018-11-09T06:00:00Z,-4.394512
p01,2018-11-09T07:00:00Z,-4.796017
p01,2018-11-09T08:00:00Z,-4.411394
p01,2018-11-09T09:00:00Z,-5.192499
p01,2018-11-09T10:00:00Z,-6.137895
p01,2018-11-09T11:00:00Z,-7.440321
p01,2018-11-09T12:00:00Z,-7.581181
p01,2018-11-09T13:00:00Z,-7.803855
p01,2018-11-09T14:00:00Z,-9.361926
p01,2018-11-09T15:00:00Z,-10.396423
p01,2018-11-09T16:00:00Z,-9.568052
p01,2018-11-09T17:00:00Z,-9.382716
p01,2018-11-09T18:00:00Z,-9.273878
p01,2018-11-09T19:00:00Z,-9.891671
p01,2018-11-09T20:00:00Z,-9.352274
p01,2018-11-09T21:00:00Z,-8.276734
p01,2018-11-09T22:00:00Z,-7.959959
p01,2018-11-09T23:00:00Z,-7.563738
p01,2018-11-10T00:00:00Z,-6.390136
p01,2018-11-10T01:00:00Z,-5.735413
p01,2018-11-10T02:00:00Z,-5.339335
p01,2018-11-10T03:00:00Z,-4.648009
p01,2018-11-10T04:00:00Z,-3.732863
p01,2018-11-10T05:00:00Z,-4.390930
p01,2018-11-10T06:00:00Z,-4.805960
p01,2018-11-10T07:00:00Z,-3.826078
p01,2018-11-10T08:00:00Z,-4.422128
p01,2018-11-10T09:00:00Z,-4.706448
p01,2018-11-10T10:00:00Z,-6.364965
p01,2018-11-10T11:00:00Z,-7.021205
p01,2018-11-10T12:00:00Z,-8.112902
p01,2018-11-10T13:00:00Z,-8.196100
p01,2018-11-10T14:00:00Z,-10.002412
p01,2018-11-10T15:00:00Z,-9.372557
p01,2018-11-10T16:00:00Z,-9.536181
p01,2018-11-10T17:00:00Z,-9.178915
p01,2018-11-10T18:00:00Z,-10.691992
p01,2018-11-10T19:00:00Z,-9.339086
p01,2018-11-10T20:00:00Z,-8.549455
p01,2018-11-10T21:00:00Z,-8.136779
p01,2018-11-10T22:00:00Z,-7.312954
p01,2018-11-10T23:00:00Z,-6.915254
p02,2018-11-01T00:00:00Z,-4.690088
p02,2018-11-01T01:00:00Z,-5.211468
p02,2018-11-01T02:00:00Z,-3.637901
p02,2018-11-01T03:00:00Z,-2.386079
p02,2018-11-01T04:00:00Z,-2.397764
p02,2018-11-01T05:00:00Z,-2.333545
p02,2018-11-01T06:00:00Z,-4.201365
p02,2018-11-01T07:00:00Z,-4.255052
p02,2018-11-01T08:00:00Z,-3.710191
p02,2018-11-01T09:00:00Z,-3.921369
p02,2018-11-01T10:00:00Z,-4.827190
p02,2018-11-01T11:00:00Z,-6.146637
p02,2018-11-01T12:00:00Z,-7.689293
p02,2018-11-01T13:00:00Z,-6.758900
p02,2018-11-01T14:00:00Z,-7.665526
p02,2018-11-01T15:00:00Z,-9.316479
p02,2018-11-01T16:00:00Z,-9.341454
p02,2018-11-01T17:00:00Z,-8.892661
p02,2018-11-01T18:00:00Z,-9.092840
p02,2018-11-01T19:00:00Z,-8.048064
p02,2018-11-01T20:00:00Z,-7.507862
p02,2018-11-01T21:00:00Z,-6.804759
p02,2018-11-01T22:00:00Z,-6.336249
p02,2018-11-01T23:00:00Z,-5.482383
p02,2018-11-02T00:00:00Z,-5.209034
p02,2018-11-02T01:00:00Z,-4.702194
p02,2018-11-02T02:00:00Z,-4.073414
p02,2018-11-02T03:00:00Z,-3.670249
p02,2018-11-02T04:00:00Z,-3.180896
p02,2018-11-02T05:00:00Z,-2.683255
p02,2018-11-02T06:00:00Z,-2.817445
p02,2018-11-02T07:00:00Z,-3.838715
p02,2018-11-02T08:00:00Z,-4.023501
p02,2018-11-02T09:00:00Z,-4.488011
p02,2018-11-02T10:00:00Z,-4.300174
p02,2018-11-02T11:00:00Z,-6.696421
p02,2018-11-02T12:00:00Z,-6.593349
p02,2018-11-02T13:00:00Z,-6.732618
p02,2018-11-02T14:00:00Z,-8.259986
p02,2018-11-02T15:00:00Z,-7.831516
p02,2018-11-02T16:00:00Z,-8.627565
p02,2018-11-02T17:00:00Z,-8.397095
p02,2018-11-02T18:00:00Z,-9.147503
p02,2018-11-02T19:00:00Z,-8.854304
p02,2018-11-02T20:00:00Z,-7.893814
p02,2018-11-02T21:00:00Z,-7.760267
p02,2018-11-02T22:00:00Z,-7.059320
p02,2018-11-02T23:00:00Z,-5.402167
p02,2018-11-03T00:00:00Z,-5.119888
p02,2018-11-03T01:00:00Z,-4.299569
p02,2018-11-03T02:00:00Z,-4.141545
p02,2018-11-03T03:00:00Z,-4.404710
p02,2018-11-03T04:00:00Z,-3.091752
p02,2018-11-03T05:00:00Z,-3.574466
p02,2018-11-03T06:00:00Z,-2.870612
p02,2018-11-03T07:00:00Z,-3.330936
p02,2018-11-03T08:00:00Z,-4.303298
p02,2018-11-03T09:00:00Z,-4.274524
p02,2018-11-03T10:00:00Z,-5.459978
p02,2018-11-03T11:00:00Z,-5.809264
p02,2018-11-03T12:00:00Z,-5.947484
p02,2018-11-03T13:00:00Z,-6.863565
p02,2018-11-03T14:00:00Z,-7.536815
p02,2018-11-03T15:00:00Z,-7.926109
p02,2018-11-03T16:00:00Z,-8.922397
p02,2018-11-03T17:00:00Z,-8.362610
p02,2018-11-03T18:00:00Z,-8.533614
p02,2018-11-03T19:00:00Z,-8.367781
p02,2018-11-03T20:00:00Z,-8.345015
p02,2018-11-03T21:00:00Z,-7.282256
p02,2018-11-03T22:00:00Z,-7.003438
p02,2018-11-03T23:00:00Z,-5.412321
p02,2018-11-04T00:00:00Z,-4.762793
p02,2018-11-04T01:00:00Z,-4.256977
p02,2018-11-04T02:00:00Z,-3.302242
p02,2018-11-04T03:00:00Z,-3.674135
p02,2018-11-04T04:00:00Z,-3.267284
p02,2018-11-04T05:00:00Z,-3.489734
p02,2018-11-04T06:00:00Z,-2.677788
p02,2018-11-04T07:00:00Z,-3.368612
p02,2018-11-04T08:00:00Z,-3.890115
p02,2018-11-04T09:00:00Z,-4.116417
p02,2018-11-04T10:00:00Z,-4.817383
p02,2018-11-04T11:00:00Z,-5.803890
p02,2018-11-04T12:00:00Z,-7.195972
p02,2018-11-04T13:00:00Z,-6.608855
p02,2018-11-04T14:00:00Z,-7.945141
p02,2018-11-04T15:00:00Z,-8.087448
p02,2018-11-04T16:00:00Z,-9.499240
p02,2018-11-04T17:00:00Z,-8.912705
p02,2018-11-04T18:00:00Z,-9.410882
p02,2018-11-04T19:00:00Z,-8.567274
p02,2018-11-04T20:00:00Z,-8.139920
p02,2018-11-04T21:00:00Z,-7.490061
p02,2018-11-04T22:00:00Z,-6.462149
p02,2018-11-04T23:00:00Z,-6.668636
p02,2018-11-05T00:00:00Z,-5.866334
p02,2018-11-05T01:00:00Z,-3.744989
p02,2018-11-05T02:00:00Z,-4.132734
p02,2018-11-05T03:00:00Z,-2.992365
p02,2018-11-05T04:00:00Z,-4.129063
p02,2018-11-05T05:00:00Z,-2.332741
p02,2018-11-05T06:00:00Z,-3.711067
p02,2018-11-05T07:00:00Z,-3.491328
p02,2018-11-05T08:00:00Z,-3.916312
p02,2018-11-05T09:00:00Z,-5.310255
p02,2018-11-05T10:00:00Z,-4.991537
p02,2018-11-05T11:00:00Z,-5.807344
p02,2018-11-05T12:00:00Z,-7.415741
p02,2018-11-05T13:00:00Z,-7.313368
p02,2018-11-05T14:00:00Z,-8.469134
p02,2018-11-05T15:00:00Z,-8.565173
p02,2018-11-05T16:00:00Z,-9.024492
p02,2018-11-05T17:00:00Z,-8.968503
p02,2018-11-05T18:00:00Z,-8.986093
p02,2018-11-05T19:00:00Z,-8.771291
p02,2018-11-05T20:00:00Z,-8.912232
p02,2018-11-05T21:00:00Z,-8.147436
p02,2018-11-05T22:00:00Z,-6.817145
p02,2018-11-05T23:00:00Z,-7.263270
p02,2018-11-06T00:00:00Z,-5.791674
p02,2018-11-06T01:00:00Z,-3.676871
p02,2018-11-06T02:00:00Z,-3.627624
p02,2018-11-06T03:00:00Z,-3.638575
p02,2018-11-06T04:00:00Z,-3.214396
p02,2018-11-06T05:00:00Z,-3.138305
p02,2018-11-06T06:00:00Z,-3.161254
p02,2018-11-06T07:00:00Z,-3.258468
p02,2018-11-06T08:00:00Z,-3.704149
p02,2018-11-06T09:00:00Z,-5.104113
p02,2018-11-06T10:00:00Z,-5.925354
p02,2018-11-06T11:00:00Z,-6.526069
p02,2018-11-06T12:00:00Z,-6.626598
p02,2018-11-06T13:00:00Z,-7.515444
p02,2018-11-06T14:00:00Z,-8.103493
p02,2018-11-06T15:00:00Z,-8.926058
p02,2018-11-06T16:00:00Z,-8.390572
p02,2018-11-06T17:00:00Z,-9.947504
p02,2018-11-06T18:00:00Z,-7.891043
p02,2018-11-06T19:00:00Z,-9.091596
p02,2018-11-06T20:00:00Z,-8.355567
p02,2018-11-06T21:00:00Z,-6.754937
p02,2018-11-06T22:00:00Z,-7.455896
p02,2018-11-06T23:00:00Z,-6.906060
p02,2018-11-07T00:00:00Z,-4.669751
p02,2018-11-07T01:00:00Z,-4.969544
p02,2018-11-07T02:00:00Z,-3.740318
p02,2018-11-07T03:00:00Z,-3.543161
p02,2018-11-07T04:00:00Z,-3.083187
p02,2018-11-07T05:00:00Z,-2.525493
p02,2018-11-07T06:00:00Z,-3.156548
p02,2018-11-07T07:00:00Z,-3.753318
p02,2018-11-07T08:00:00Z,-3.665898
p02,2018-11-07T09:00:00Z,-4.494912
p02,2018-11-07T10:00:00Z,-4.866735
p02,2018-11-07T11:00:00Z,-6.070176
p02,2018-11-07T12:00:00Z,-6.243697
p02,2018-11-07T13:00:00Z,-7.374312
p02,2018-11-07T14:00:00Z,-6.964682
p02,2018-11-07T15:00:00Z,-8.160537
p02,2018-11-07T16:00:00Z,-8.223777
p02,2018-11-07T17:00:00Z,-8.276116
p02,2018-11-07T18:00:00Z,-8.646668
p02,2018-11-07T19:00:00Z,-8.664256
p02,2018-11-07T20:00:00Z,-7.799632
p02,2018-11-07T21:00:00Z,-7.541713
p02,2018-11-07T22:00:00Z,-5.913589
p02,2018-11-07T23:00:00Z,-5.923410
p02,2018-11-08T00:00:00Z,-4.992480
p02,2018-11-08T01:00:00Z,-4.524124
p02,2018-11-08T02:00:00Z,-3.443392
p02,2018-11-08T03:00:00Z,-3.688401
p02,2018-11-08T04:00:00Z,-1.892789
p02,2018-11-08T05:00:00Z,-3.452641
p02,2018-11-08T06:00:00Z,-2.932204
p02,2018-11-08T07:00:00Z,-3.213110
p02,2018-11-08T08:00:00Z,-2.606211
p02,2018-11-08T09:00:00Z,-5.304889
p02,2018-11-08T10:00:00Z,-5.594696
p02,2018-11-08T11:00:00Z,-5.414475
p02,2018-11-08T12:00:00Z,-6.564414
p02,2018-11-08T13:00:00Z,-6.284417
p02,2018-11-08T14:00:00Z,-7.457843
p02,2018-11-08T15:00:00Z,-8.745594
p02,2018-11-08T16:00:00Z,-10.203059
p02,2018-11-08T17:00:00Z,-8.056864
p02,2018-11-08T18:00:00Z,-7.426825
p02,2018-11-08T19:00:00Z,-8.528614
p02,2018-11-08T20:00:00Z,-6.917158
p02,2018-11-08T21:00:00Z,-7.458089
p02,2018-11-08T22:00:00Z,-6.816926
p02,2018-11-08T23:00:00Z,-5.575688
p02,2018-11-09T00:00:00Z,-5.708363
p02,2018-11-09T01:00:00Z,-4.667674
p02,2018-11-09T02:00:00Z,-3.483232
p02,2018-11-09T03:00:00Z,-3.407172
p02,2018-11-09T04:00:00Z,-3.117591
p02,2018-11-09T05:00:00Z,-3.085003
p02,2018-11-09T06:00:00Z,-2.678591
p02,2018-11-09T07:00:00Z,-3.388586
p02,2018-11-09T08:00:00Z,-3.774935
p02,2018-11-09T09:00:00Z,-4.108106
p02,2018-11-09T10:00:00Z,-5.442146
p02,2018-11-09T11:00:00Z,-5.639822
p02,2018-11-09T12:00:00Z,-6.605326
p02,2018-11-09T13:00:00Z,-7.741407
p02,2018-11-09T14:00:00Z,-8.200108
p02,2018-11-09T15:00:00Z,-7.642739
p02,2018-11-09T16:00:00Z,-8.804675
p02,2018-11-09T17:00:00Z,-9.394075
p02,2018-11-09T18:00:00Z,-9.001093
p02,2018-11-09T19:00:00Z,-8.940536
p02,2018-11-09T20:00:00Z,-7.427457
p02,2018-11-09T21:00:00Z,-7.291382
p02,2018-11-09T22:00:00Z,-7.541979
p02,2018-11-09T23:00:00Z,-6.311590
p02,2018-11-10T00:00:00Z,-4.543766
p02,2018-11-10T01:00:00Z,-3.814902
p02,2018-11-10T02:00:00Z,-3.451299
p02,2018-11-10T03:00:00Z,-3.134511
p02,2018-11-10T04:00:00Z,-3.019385
p02,2018-11-10T05:00:00Z,-3.182649
p02,2018-11-10T06:00:00Z,-3.220001
p02,2018-11-10T07:00:00Z,-2.756687
p02,2018-11-10T08:00:00Z,-4.348005
p02,2018-11-10T09:00:00Z,-3.505825
p02,2018-11-10T10:00:00Z,-5.401307
p02,2018-11-10T11:00:00Z,-6.359677
p02,2018-11-10T12:00:00Z,-5.663553
p02,2018-11-10T13:00:00Z,-8.036287
p02,2018-11-10T14:00:00Z,-7.498507
p02,2018-11-10T15:00:00Z,-8.849278
p02,2018-11-10T16:00:00Z,-9.195170
p02,2018-11-10T17:00:00Z,-9.078195
p02,2018-11-10T18:00:00Z,-8.367445
p02,2018-11-10T19:00:00Z,-8.106011
p02,2018-11-10T20:00:00Z,-7.770130
p02,2018-11-10T21:00:00Z,-7.326257
p02,2018-11-10T22:00:00Z,-6.696491
p02,2018-11-10T23:00:00Z,-5.430615
