series,grain,tz,year_start,partial,stat,n_unit,n_bin,first_bin,last_bin,n_partial,first_unit,last_unit,digest
aligned,week,UTC,09-01,keep,cold_day+mean+warm_day,3,58,2021-08-30T00:00:00Z,2022-10-03T00:00:00Z,2,p01,p03,c4812626f430c7f9d693db1955b48265
aligned,month,UTC,09-01,keep,mean,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,77550b774ea6a7cfa0a107ccf0377ed1
aligned,month,UTC,09-01,keep,min,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,70a77f28e1187ece09ad90ba850d71c4
aligned,month,UTC,09-01,keep,max,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,92971bcba175e93d8cd5d66732261785
aligned,month,UTC,09-01,keep,cold_day,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,fdb778c0d6082fb5cf9c0da113804631
aligned,month,UTC,09-01,keep,warm_day,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,477e97ef7270a2b4af6f2b51993cdebd
aligned,month,UTC,09-01,keep,mean_daily_min,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,f5b25fb39d4a3a150ed575e99f13e246
aligned,month,UTC,09-01,keep,mean_daily_max,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,cc09774cccb5760a50424f1ae852bd41
aligned,month,UTC,09-01,keep,min+mean+max,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,ab9285e5cb0dfaaa4632b7c1808989cf
aligned,month,UTC,09-01,keep,mean_daily_min+mean+mean_daily_max,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,2e463b13f8c2e118d839a67ee0b77220
aligned,month,UTC,09-01,keep,cold_day+mean+warm_day,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,21747a898bf6146a0bd6de591286fbdd
aligned,season,UTC,09-01,keep,mean,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,0c721e04552c07403bef7e131fd7e514
aligned,season,UTC,09-01,keep,min,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,066ad5c0e16210135de24a3e292e35b6
aligned,season,UTC,09-01,keep,max,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,9893629e81094ec90b30646b382e93b2
aligned,season,UTC,09-01,keep,cold_day,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,1bac1f999ef670d97b18ff317e94d585
aligned,season,UTC,09-01,keep,warm_day,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,8e2e49f296e102f5e080d5bfb63f0f78
aligned,season,UTC,09-01,keep,mean_daily_min,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,09ef895913a819870a0e472706698719
aligned,season,UTC,09-01,keep,mean_daily_max,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,dbfd75bece3f8052aa2c1e6918dcea77
aligned,season,UTC,09-01,keep,min+mean+max,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,5d14dde181659c04f390d54c8f3686e2
aligned,season,UTC,09-01,keep,mean_daily_min+mean+mean_daily_max,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,baa824c8a606e5d152654331e7fcbfa7
aligned,season,UTC,09-01,keep,cold_day+mean+warm_day,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,e6573185f839299c86ca874aee3db850
aligned,year,UTC,09-01,keep,mean,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,f6af01b5b1aae1f9d239a330ab83c8f8
aligned,year,UTC,09-01,keep,min,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,f868f75d8af566b463c4d9d3fbc38b66
aligned,year,UTC,09-01,keep,max,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,73285ac99f6a794f19487f4c41dc3bfb
aligned,year,UTC,09-01,keep,cold_day,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,06007334964f675aee7f3112e7fe2427
aligned,year,UTC,09-01,keep,warm_day,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,4c33171c88047db721e10ce8e1e4914f
aligned,year,UTC,09-01,keep,mean_daily_min,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,849c2ed13c0eae68588093d94c8c72c2
aligned,year,UTC,09-01,keep,mean_daily_max,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,60f832fac3c9012a2c74a922317a1224
aligned,year,UTC,09-01,keep,min+mean+max,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,d53a1874d89cf4c82b3cd5ad7b8bbd1a
aligned,year,UTC,09-01,keep,mean_daily_min+mean+mean_daily_max,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,94772d21ddaf40df4419f338debf8c9a
aligned,year,UTC,09-01,keep,cold_day+mean+warm_day,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,3ae5141f9be8b6525e26d2799250ed78
aligned,month,UTC,01-01,keep,mean,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,77550b774ea6a7cfa0a107ccf0377ed1
aligned,month,UTC,03-01,keep,mean,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,77550b774ea6a7cfa0a107ccf0377ed1
aligned,month,UTC,07-15,keep,mean,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,p01,p03,77550b774ea6a7cfa0a107ccf0377ed1
aligned,season,UTC,01-01,keep,mean,3,6,2021-07-01T00:00:00Z,2022-10-01T00:00:00Z,2,p01,p03,d61793aa07f3a013412c6721c4183854
aligned,season,UTC,03-01,keep,mean,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,p01,p03,0c721e04552c07403bef7e131fd7e514
aligned,season,UTC,07-15,keep,mean,3,5,2021-07-15T00:00:00Z,2022-07-15T00:00:00Z,2,p01,p03,48c9701ab31beef73b753dbec5b1188b
aligned,year,UTC,01-01,keep,mean,3,2,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2,p01,p03,ccde6fa95512109f9fc2841699fe6d88
aligned,year,UTC,03-01,keep,mean,3,2,2021-03-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p03,60a007a749087721d9cd3622bbf85a52
aligned,year,UTC,07-15,keep,mean,3,2,2021-07-15T00:00:00Z,2022-07-15T00:00:00Z,2,p01,p03,17455f1305103f5f430300fd07feb884
aligned,halfday,UTC,09-01,drop,mean,3,800,2021-09-01T00:00:00Z,2022-10-05T12:00:00Z,0,p01,p03,4c2eb2409b8803da47c8be4198c0b0e3
aligned,day,UTC,09-01,drop,mean,3,400,2021-09-01T00:00:00Z,2022-10-05T00:00:00Z,0,p01,p03,40452df1f97a471404cd4eaea3c7f870
aligned,week,UTC,09-01,drop,mean,3,56,2021-09-06T00:00:00Z,2022-09-26T00:00:00Z,0,p01,p03,756a813a7a65cc2a40d80cb1137f5e2d
aligned,month,UTC,09-01,drop,mean,3,13,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,0,p01,p03,cae6de101d6fbab4b7daff0143afe805
aligned,season,UTC,09-01,drop,mean,3,4,2021-09-01T00:00:00Z,2022-06-01T00:00:00Z,0,p01,p03,9af74580c30ea85e369e71cfe3dfb6ed
aligned,year,UTC,09-01,drop,mean,3,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,0,p01,p03,d4d8666883ce277d8091e71965d9264b
aligned,astronomical,UTC,09-01,keep,mean,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,p01,p03,7091f90150d364a06dba19766295b95d
aligned,astronomical,UTC,09-01,keep,min,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,p01,p03,0dde63f4277e89cce1596b69d8690c0a
aligned,astronomical,UTC,09-01,keep,max,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,p01,p03,c961bf09c2fe7ca90575addb02d4ca09
aligned,astronomical,UTC,09-01,keep,cold_day,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,p01,p03,6548a983706893b97e77837ad6ed20fb
aligned,astronomical,UTC,09-01,keep,warm_day,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,p01,p03,a4781ece5bb527a641964c69c6fcb95d
aligned,astronomical,UTC,09-01,keep,mean_daily_min,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,p01,p03,bddc93a189ef8ace59457f33c7b366b9
aligned,astronomical,UTC,09-01,keep,mean_daily_max,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,p01,p03,e64500d8d86ed7a610cd38df4c23d6f0
aligned,astronomical,UTC,09-01,keep,min+mean+max,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,p01,p03,d51f90e06470f6a66461326dbc4e7cd7
aligned,astronomical,UTC,09-01,keep,mean_daily_min+mean+mean_daily_max,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,p01,p03,1f3bae4686fd724ad3455f78708e7b61
aligned,astronomical,UTC,09-01,keep,cold_day+mean+warm_day,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,p01,p03,557599fcfda57c5e70686fa27389fbc7
offset,native,UTC,09-01,keep,mean,2,4800,2021-10-17T05:00:00Z,2022-05-05T04:00:00Z,0,p01,p02,6b08fa0bae46c636e835dbb9ebb60229
offset,native,UTC,09-01,keep,min,2,4800,2021-10-17T05:00:00Z,2022-05-05T04:00:00Z,0,p01,p02,6b08fa0bae46c636e835dbb9ebb60229
offset,native,UTC,09-01,keep,max,2,4800,2021-10-17T05:00:00Z,2022-05-05T04:00:00Z,0,p01,p02,6b08fa0bae46c636e835dbb9ebb60229
offset,native,UTC,09-01,keep,min+mean+max,2,4800,2021-10-17T05:00:00Z,2022-05-05T04:00:00Z,0,p01,p02,1c10657b1e13321347ab2cca8e6a2f8a
offset,halfday,UTC,09-01,keep,mean,2,401,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,957b00ca99b31137d2828edabe48943e
offset,halfday,UTC,09-01,keep,min,2,401,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,d5fc9d3e90b44914bcc3b6a609685dd3
offset,halfday,UTC,09-01,keep,max,2,401,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,18fd3e9ea46f36205f54ab6288ae94d2
offset,halfday,UTC,09-01,keep,min+mean+max,2,401,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,0edab54088e99507572c090dd1d71775
offset,day,UTC,09-01,keep,mean,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,0a3247c036b278cfe3118a15b44902df
offset,day,UTC,09-01,keep,min,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,e779b803726a0880dc1802974642b32c
offset,day,UTC,09-01,keep,max,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,cfa2936b13da91cb7333b189bee057cd
offset,day,UTC,09-01,keep,cold_day,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,0a3247c036b278cfe3118a15b44902df
offset,day,UTC,09-01,keep,warm_day,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,0a3247c036b278cfe3118a15b44902df
offset,day,UTC,09-01,keep,mean_daily_min,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,e779b803726a0880dc1802974642b32c
offset,day,UTC,09-01,keep,mean_daily_max,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,cfa2936b13da91cb7333b189bee057cd
offset,day,UTC,09-01,keep,min+mean+max,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,b69952ed5f0b4e49a5f24cbaa1bc804a
offset,day,UTC,09-01,keep,mean_daily_min+mean+mean_daily_max,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,b69952ed5f0b4e49a5f24cbaa1bc804a
offset,day,UTC,09-01,keep,cold_day+mean+warm_day,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,p01,p02,e916e2a631a0f7b81120d9400ce8f205
offset,week,UTC,09-01,keep,mean,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,p01,p02,e64cf067c33a040c9779d68cbee03d84
offset,week,UTC,09-01,keep,min,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,p01,p02,94ee26e1d9c161a47d2ea08ca07b427e
offset,week,UTC,09-01,keep,max,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,p01,p02,ca10b961bb3f5727713a40f2372c396a
offset,week,UTC,09-01,keep,cold_day,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,p01,p02,37f54bb88c791de0a378e44cd43a2376
offset,week,UTC,09-01,keep,warm_day,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,p01,p02,62b3f21b17031c686b1c9b73332abd81
offset,week,UTC,09-01,keep,mean_daily_min,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,p01,p02,0188cd13614877aa6dd76d76cea0d327
offset,week,UTC,09-01,keep,mean_daily_max,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,p01,p02,a4031cd20e668daab62e12f32d8d92d6
offset,week,UTC,09-01,keep,min+mean+max,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,p01,p02,03a10617f7679f22acaf77e671bc8542
offset,week,UTC,09-01,keep,mean_daily_min+mean+mean_daily_max,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,p01,p02,1046cb5ebf77dd43f4ece04800d66b90
offset,week,UTC,09-01,keep,cold_day+mean+warm_day,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,p01,p02,57d8125dd3f09a48bf38ad6d79c594d5
offset,month,UTC,09-01,keep,mean,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,86a873af891d260666e44a57b1adf3f9
offset,month,UTC,09-01,keep,min,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,70bfb281f9d3ea6325d3741c294e0914
offset,month,UTC,09-01,keep,max,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,4a113b9eab58c21d62beda870692aa1c
offset,month,UTC,09-01,keep,cold_day,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,2e13122866d6005a8bf55d7b374c02a7
offset,month,UTC,09-01,keep,warm_day,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,763f861c5b29b8d608ccf05968eb466f
offset,month,UTC,09-01,keep,mean_daily_min,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,76ca7c8b7cc01111327e3cc09590f546
offset,month,UTC,09-01,keep,mean_daily_max,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,4bf898777104432bdf524f0d07b0b973
offset,month,UTC,09-01,keep,min+mean+max,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,391ac80db3472ede580102b6e9ae4522
offset,month,UTC,09-01,keep,mean_daily_min+mean+mean_daily_max,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,5f1b7863587da354a0d0d6c4613aa50f
offset,month,UTC,09-01,keep,cold_day+mean+warm_day,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,52533a98288f83b96510182787189bd0
offset,season,UTC,09-01,keep,mean,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,058553eca9f0999079420444dddccc13
offset,season,UTC,09-01,keep,min,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,11da999d693285996eeafda00e6d043f
offset,season,UTC,09-01,keep,max,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,82d49fe507c9be019514e6f9f1924b13
offset,season,UTC,09-01,keep,cold_day,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,64297f9d5c7847d21ca1aa2623cb6eca
offset,season,UTC,09-01,keep,warm_day,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,83e217d33e9348b66e6272c06568b705
offset,season,UTC,09-01,keep,mean_daily_min,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,5c2fefaa0937c0abf2086529f8236691
offset,season,UTC,09-01,keep,mean_daily_max,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,587956e593d5ca9cd1a6c762d0460253
offset,season,UTC,09-01,keep,min+mean+max,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,6a80057914ff584729e5ed209dcaa907
offset,season,UTC,09-01,keep,mean_daily_min+mean+mean_daily_max,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,3c7e6c3e21bf43726e110f92b83f77f6
offset,season,UTC,09-01,keep,cold_day+mean+warm_day,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,cf05969df00db493a01f9985b79e3826
offset,year,UTC,09-01,keep,mean,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,p01,p02,a131abffc903b09dcea92ec6f97c00a2
offset,year,UTC,09-01,keep,min,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,p01,p02,ec4e7405a8814e499d341fc10cf3c0f2
offset,year,UTC,09-01,keep,max,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,p01,p02,a1d9f58832323057911324dbe9665517
offset,year,UTC,09-01,keep,cold_day,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,p01,p02,e4d8d46952976e53d0d294ccd28f1963
offset,year,UTC,09-01,keep,warm_day,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,p01,p02,c885e5039358142a42ad51ee6a10e138
offset,year,UTC,09-01,keep,mean_daily_min,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,p01,p02,908075a41cb98ba0b0e2d9bdb9689022
offset,year,UTC,09-01,keep,mean_daily_max,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,p01,p02,c5b48763fdfc0b4b3ebb07282fab95ca
offset,year,UTC,09-01,keep,min+mean+max,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,p01,p02,a7c0ed477b227198eef727f8a19065a1
offset,year,UTC,09-01,keep,mean_daily_min+mean+mean_daily_max,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,p01,p02,4150ba6c3b91ade3f555ca4db6898adb
offset,year,UTC,09-01,keep,cold_day+mean+warm_day,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,p01,p02,3859e6f1ffa80ca68b64683480785f91
offset,month,UTC,01-01,keep,mean,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,86a873af891d260666e44a57b1adf3f9
offset,month,UTC,03-01,keep,mean,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,86a873af891d260666e44a57b1adf3f9
offset,month,UTC,07-15,keep,mean,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,p01,p02,86a873af891d260666e44a57b1adf3f9
offset,season,UTC,01-01,keep,mean,2,3,2021-10-01T00:00:00Z,2022-04-01T00:00:00Z,2,p01,p02,0dce3fd51b0ae241bdd565f70ef199c1
offset,season,UTC,03-01,keep,mean,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,058553eca9f0999079420444dddccc13
offset,season,UTC,07-15,keep,mean,2,3,2021-10-15T00:00:00Z,2022-04-15T00:00:00Z,2,p01,p02,fa5e1a8b54797994f2aabae068f0c690
offset,year,UTC,01-01,keep,mean,2,2,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2,p01,p02,50ba1af78f71637df4294aa305385c01
offset,year,UTC,03-01,keep,mean,2,2,2021-03-01T00:00:00Z,2022-03-01T00:00:00Z,2,p01,p02,9972614deba875b134a73af2db8e74a6
offset,year,UTC,07-15,keep,mean,2,1,2021-07-15T00:00:00Z,2021-07-15T00:00:00Z,1,p01,p02,a131abffc903b09dcea92ec6f97c00a2
offset,halfday,UTC,09-01,drop,mean,2,399,2021-10-17T12:00:00Z,2022-05-04T12:00:00Z,0,p01,p02,4741536b1ba5a01a9f6b26e64aac66a6
offset,day,UTC,09-01,drop,mean,2,199,2021-10-18T00:00:00Z,2022-05-04T00:00:00Z,0,p01,p02,cc4fa60cba4a5825c064317f0a2d57cf
offset,week,UTC,09-01,drop,mean,2,28,2021-10-18T00:00:00Z,2022-04-25T00:00:00Z,0,p01,p02,cb9dff5c8b897de97939c3f379c9adcb
offset,month,UTC,09-01,drop,mean,2,6,2021-11-01T00:00:00Z,2022-04-01T00:00:00Z,0,p01,p02,55e8c3ce7dc24439923216831c86200f
offset,season,UTC,09-01,drop,mean,2,1,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,0,p01,p02,a4c8c8b57ab78d8cebe593f1d13b3eba
offset,astronomical,UTC,09-01,keep,mean,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,p01,p02,7dda4af594b408321f23de8d71e20450
offset,astronomical,UTC,09-01,keep,min,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,p01,p02,d07211339b41fd9e0a9e763c8864cfd4
offset,astronomical,UTC,09-01,keep,max,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,p01,p02,c3731549c036ecc93d0a280cd0b22cf3
offset,astronomical,UTC,09-01,keep,cold_day,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,p01,p02,96ba102381bac3863d4737be8d85733f
offset,astronomical,UTC,09-01,keep,warm_day,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,p01,p02,a8648f0db6a215ffffae95d346a6b7c8
